Número,Mov,Facção,Transporte,Nome Transp,Unitário,Desc Período OP,Ord Setor,Ficha,Local Produto,Tipo OP,Desc Tipo OP,Fac Operadores,Família,Desc Família,Grupo Família,Desc Grupo Família,Grupo Fac,Desc Grupo Fac,Grupo Setor,Desc Grupo Setor,Pedidos Prog,Nota Remessa,Descrição do Local,Retorno das Peças,Dt Limite,Dt Entrega,Marca,Desc Marca,Descrição Facção,Código,Produto Descrição,Parte,Desc Parte,Estoque,Etiqueta,Desc Etiqueta,Cor,Desc Cor,Tamanho,Ord Tam,Qtde Original,Qtde,Qtde Segunda,Qtde Incompleta,Qtde Faltante,Data Saída,Data Retorno,Fluxo,Desc Fluxo,Setor,Obs,Desc Setor,Tabela Preço,UN,Produto Status,Cliente Ped,Ped Cliente,RIS,Pedido,Pedido Codcli,Dt Fatura Ped,Ped Período,Ped Desc Período,Cliente Telefone,Cliente Consumos,Observação OF2,Dt Prevista,Grupo Cli,Desc Grupo Cli,Dt Prev Mov,Dias Fatura,Dias Retorno,Dias Parado,Qtde Pend,Preço Custo,Preço,Tempo,Tempo Total,Perc,Tab Cli Preço,Preço Padrão,Período OP,Coleção,Desc Coleção,Linha,Desc Linha,Soma Peças,Reprocesso,Opções,Produto Custo,Observação,Descrição2,Peso Talhado,Índice,Grupo Prod,Desc Grupo Prod,Comp1,Comp2,Preço Produto,Entrega,Qtde Estampa,Preço Inv,Cidade,Endereço,Número End,Bairro,Fantasia,Dias,Dt Inicio,Dt Final,Tab Observação,Posse,Setor Reprocesso,Desc Reprocesso,Prog Setor,Dias Semana,Codigo2,Preço OP,Cliente Cnpj,Local
078120,0,834,,,0,AMOSTRA,0,,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,23/06/2021,86,DISNEY C&A,CONFECCOES ONEDA LTDA,01.20.01.3273,TOP CURTO,CO,COR,N,CVP,CVP - FEIRA SUMMER I 2026 (PREÇOS E COTAÇÕES),0,UNICO,M,22,4,0,0,0,0,09/09/2026,9/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,AGUAR. APROV. LIC. / CONCEITO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-6,6,4,,,0,0,0,0,0,A,73,T36 - ACE,11,MASCULINO,N,N,SSNN,0,,,0,0,T00,TOP CURTO (TOP),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/09/2026,9/9/2026,,1,,,,0,,0,00.577.158/0001-29,
078121,0,834,,,0,AMOSTRA,0,,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,6/23/2021,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.20.42.0573,TOP CURTO,CO,COR,N,CVP,CVP - FEIRA SUMMER I 2026 (PREÇOS E COTAÇÕES),0,UNICO,M,22,4,0,0,0,0,09/09/2026,9/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,AGUAR. APROV. LIC. / CONCEITO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-6,6,4,,,0,0,0,0,0,A,73,T36 - ACE,11,MASCULINO,N,N,SSNN,0,,,0,0,T00,TOP CURTO (TOP),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/09/2026,9/9/2026,,1,,,,0,,0,00.577.158/0001-29,
078122,0,834,,,0,AMOSTRA,0,,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,23/06/2021,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.20.42.0574,TOP CURTO,CO,COR,N,CVP,CVP - FEIRA SUMMER I 2026 (PREÇOS E COTAÇÕES),0,UNICO,M,22,4,0,0,0,0,09/09/2026,9/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,AGUAR. APROV. LIC. / CONCEITO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-6,6,4,,,0,0,0,0,0,A,73,T36 - ACE,11,MASCULINO,N,N,SSNN,0,,,0,0,T00,TOP CURTO (TOP),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/09/2026,9/9/2026,,1,,,,0,,0,00.577.158/0001-29,
078123,0,834,,,0,AMOSTRA,0,,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,23/06/2021,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.20.42.0575,MACHÃO,CO,COR,N,CVP,CVP - FEIRA SUMMER I 2026 (PREÇOS E COTAÇÕES),0,UNICO,M,22,4,0,0,0,0,09/09/2026,9/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,AGUAR. APROV. LIC. / CONCEITO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-6,6,4,,,0,0,0,0,0,A,73,T36 - ACE,11,MASCULINO,N,N,SSNN,0,,,0,0,T04,TOP MACHÃO (TOP),"tingimento em Kg 21,78 (estonado) - marmorizado R$ 6,42 por peça",,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/09/2026,9/9/2026,,1,,,,0,,0,00.577.158/0001-29,
078124,0,834,,,0,AMOSTRA,0,,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,23/06/2021,119,PEANUTS C&A,CONFECCOES ONEDA LTDA,01.20.28.0153,TOP CURTO,CO,COR,N,CVP,CVP - FEIRA SUMMER I 2026 (PREÇOS E COTAÇÕES),0,UNICO,M,22,4,0,0,0,0,09/09/2026,9/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,AGUAR. APROV. LIC. / CONCEITO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-6,6,4,,,0,0,0,0,0,A,73,T36 - ACE,11,MASCULINO,N,N,SSNN,0,,,0,0,T00,TOP CURTO (TOP),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/09/2026,9/9/2026,,1,,,,0,,0,00.577.158/0001-29,
078125,0,834,,,0,AMOSTRA,0,16/09,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7928-1,CONJUNTO CURTO / 2027-1-6329,CO,COR,N,CFI,CFI - FEIRA WINTER I 2027 (PROD AS BS) INCLUSÃO,50,A DEFINIR,2,11,4,0,0,0,0,09/09/2026,9/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-6,6,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN,0,,B38,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,0,00/01/1900,4,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/09/2026,10/9/2026,,1,,,,0,,0,00.577.158/0001-29,
078126,0,834,,,0,AMOSTRA,0,16/09,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7928-2,CONJUNTO CURTO / 2027-1-6329,CO,COR,N,CFI,CFI - FEIRA WINTER I 2027 (PROD AS BS) INCLUSÃO,50,A DEFINIR,2,11,4,0,0,0,0,09/09/2026,9/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-6,6,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN,0,,B38,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,0,00/01/1900,4,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/09/2026,10/9/2026,,1,,,,0,,0,00.577.158/0001-29,
078127,0,834,,,0,AMOSTRA,0,16/09,1 Ag F,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7929-1,CONJUNTO CURTO / 2027-1-4984,CO,COR,N,CFI,CFI - FEIRA WINTER I 2027 (PROD AS BS) INCLUSÃO,50,A DEFINIR,2,11,4,0,0,0,0,09/09/2026,9/9/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-6,6,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN,0,,B38,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,,0,00/01/1900,4,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,09/09/2026,10/9/2026,,1,,,,0,,0,00.577.158/0001-29,
078128,0,834,,,0,AMOSTRA,0,,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,6/23/2021,86,DISNEY C&A,CONFECCOES ONEDA LTDA,01.20.01.3272,TOP MC,CO,COR,N,CVP,CVP - FEIRA SUMMER I 2026 (PREÇOS E COTAÇÕES),0,UNICO,M,22,4,0,0,0,0,10/09/2026,9/10/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,AGUAR. APROV. LIC. / CONCEITO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-5,5,4,,,0,0,0,0,0,A,73,T36 - ACE,11,MASCULINO,N,N,SSNN,0,,,0,0,T00,TOP CURTO (TOP),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,10/09/2026,9/10/2026,,1,,,,0,,0,00.577.158/0001-29,
078129,0,834,,,0,AMOSTRA,0,16/09,,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,,,00/01/1900,23/06/2021,73,BARCELONA,CONFECCOES ONEDA LTDA,02.16.42.0063,TOP CURTO,CO,COR,N,RRB,RRB - RENNER BUFFER,50,A DEFINIR,7-8,53,4,0,0,0,0,10/09/2026,9/10/2026,D41,FLUXO DE PENDENCIA DE COR,D01,,PENDENTE COR NOVA,0,PC,AGUAR. APROV. LIC. / CONCEITO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,,0,-5,5,4,,,0,0,0,0,0,A,R8,LICENSE MENINO RENNER,17,CABIDE,N,N,SSNN,0,,B38,0,0,T00,TOP CURTO (TOP),,,0,00/01/1900,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,0,10/09/2026,10/10/2026,,1,,,,0,,0,00.577.158/0001-29,
077603,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437E,POLO CURTO / 53GM-1G,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1G,1G,2,11,26,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061813,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,26,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B12,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077603,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437E,POLO CURTO / 53GM-1G,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1G,1G,4,13,43,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061813,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,43,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B12,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077603,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437E,POLO CURTO / 53GM-1G,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1G,1G,6,14,50,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061813,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,50,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B12,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077603,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437E,POLO CURTO / 53GM-1G,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1G,1G,8,15,58,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061813,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,58,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B12,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077603,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437E,POLO CURTO / 53GM-1G,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1G,1G,10,16,57,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061813,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,57,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B12,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077603,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437E,POLO CURTO / 53GM-1G,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1G,1G,12,17,62,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061813,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,62,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B12,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077603,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437E,POLO CURTO / 53GM-1G,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1G,1G,14,18,57,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061813,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,57,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B12,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077603,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437E,POLO CURTO / 53GM-1G,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1G,1G,16,19,47,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061813,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,47,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,0,,B12,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077604,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437F,POLO CURTO / 53GM-1H,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1H,1H,2,11,35,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061814,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,35,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,"33,1128",,B13,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077604,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437F,POLO CURTO / 53GM-1H,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1H,1H,4,13,48,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061814,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,48,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,"33,1128",,B13,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077604,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437F,POLO CURTO / 53GM-1H,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1H,1H,6,14,62,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061814,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,62,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,"33,1128",,B13,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
077604,0,834,,,0,09 - SEM 39 - 2026,2,22/03,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TEC,TEC - TECELAGEM,,,Lib corte,,00/01/1900,00/01/1900,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.15.00.0437F,POLO CURTO / 53GM-1H,50,S - GOLA RETILINEA,N,H9A,H9A - HERING ALTO VERÃO 2027,1H,1H,8,15,65,0,0,0,0,04/08/2026,8/13/2026,334,PPCP/TINTURARIA/CORTE/AGUARDANDO DISTRIBUIÇÃO,05,,PPCP - TECELAGEM ANÁLISE OI,0,PC,LIBERADO PARA PRODUÇÂO,CIA. HERING,4507380727,4507380727,061814,05729,11/10/2026,2641,10 - SEM 41 - 2026,(47) 3332-5004,0,,,0103,GRUPO SOMA,24/08/2026,26,-33,42,65,,,0,0,100,0,0,2639,H02,T53 - HERING KIDS A,05,CAIXA - LR,N,N,SSNN,"33,1128",,B13,0,0,T13,POLO CURTO (TOP),,"21608H.DST R$1,55 COM PROTEÇÃO","26,35",11/10/2026,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,7,04/08/2026,9/27/2026,,1,,,2639,0,,0,00.577.158/0001-29,
