Número,Mov,Facção,Transporte,Nome Transp,Unitário,Desc Período OP,Ord Setor,Ficha,Local Produto,Tipo OP,Desc Tipo OP,Fac Operadores,Família,Desc Família,Grupo Família,Desc Grupo Família,Grupo Fac,Desc Grupo Fac,Grupo Setor,Desc Grupo Setor,Pedidos Prog,Nota Remessa,Descrição do Local,Retorno das Peças,Dt Limite,Dt Entrega,Marca,Desc Marca,Descrição Facção,Código,Produto Descrição,Parte,Desc Parte,Estoque,Etiqueta,Desc Etiqueta,Cor,Desc Cor,Tamanho,Ord Tam,Qtde Original,Qtde,Qtde Segunda,Qtde Incompleta,Qtde Faltante,Data Saída,Data Retorno,Fluxo,Desc Fluxo,Setor,Obs,Desc Setor,Tabela Preço,UN,Produto Status,Cliente Ped,Ped Cliente,RIS,Pedido,Pedido Codcli,Dt Fatura Ped,Ped Período,Ped Desc Período,Cliente Telefone,Cliente Consumos,Observação OF2,Dt Prevista,Grupo Cli,Desc Grupo Cli,Dt Prev Mov,Dias Fatura,Dias Retorno,Dias Parado,Qtde Pend,Preço Custo,Preço,Tempo,Tempo Total,Perc,Tab Cli Preço,Preço Padrão,Período OP,Coleção,Desc Coleção,Linha,Desc Linha,Soma Peças,Reprocesso,Opções,Produto Custo,Observação,Descrição2,Peso Talhado,Índice,Grupo Prod,Desc Grupo Prod,Comp1,Comp2,Preço Produto,Entrega,Qtde Estampa,Preço Inv,Cidade,Endereço,Número End,Bairro,Fantasia,Dias,Dt Inicio,Dt Final,Tab Observação,Posse,Setor Reprocesso,Desc Reprocesso,Prog Setor,Dias Semana,Codigo2,Preço OP,Cliente Cnpj,Local
077685,1,834,,,0,11 - SEM 47 - 2026,999,04/08,9 lcc,0,OP PRODUÇÃO,0,T032,TOP MC C/ APLIQUE ROTATIVO,C,9 SEMANAS,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7846-1,TOP CURTO,D7,MALOTES,N,CEYN,CEYN - FEIRA SUMMER II 2026 (PROD CS) INCLUSÃO NEGOCIADO,0000c,BRANCO,3,12,927,0,0,0,0,10/08/2026,8/17/2026,D3,MALOTES,83,FALTA MALOTE COSTURA,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,99032,99032,061623,05461,22/11/2026,2647,11 - SEM 47 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,08/11/2026,68,-29,36,927,,,0,0,0,0,0,2647,82,T52C - BBO,19,CABIDE-DORSAL,N,N,SSNN,0,utilizar malha do estoque para o Reforço,B32,0,0,T00,TOP CURTO (TOP),"Rot Lancaster 23036-1 ------------ 2 cores PIG R$ 20,00 (processo completo)","GS39433/ R$2,60 Com proteção","21,85",22/11/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,07/08/2026,11/8/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077685,1,834,,,0,11 - SEM 47 - 2026,999,04/08,9 lcc,0,OP PRODUÇÃO,0,T032,TOP MC C/ APLIQUE ROTATIVO,C,9 SEMANAS,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7846-1,TOP CURTO,D7,MALOTES,N,CEYN,CEYN - FEIRA SUMMER II 2026 (PROD CS) INCLUSÃO NEGOCIADO,0000c,BRANCO,4,13,618,0,0,0,0,10/08/2026,8/17/2026,D3,MALOTES,83,FALTA MALOTE COSTURA,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,99032,99032,061623,05461,22/11/2026,2647,11 - SEM 47 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,08/11/2026,68,-29,36,618,,,0,0,0,0,0,2647,82,T52C - BBO,19,CABIDE-DORSAL,N,N,SSNN,0,utilizar malha do estoque para o Reforço,B32,0,0,T00,TOP CURTO (TOP),"Rot Lancaster 23036-1 ------------ 2 cores PIG R$ 20,00 (processo completo)","GS39433/ R$2,60 Com proteção","21,85",22/11/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,07/08/2026,11/8/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077685,1,834,,,0,11 - SEM 47 - 2026,999,04/08,9 lcc,0,OP PRODUÇÃO,0,T032,TOP MC C/ APLIQUE ROTATIVO,C,9 SEMANAS,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7846-1,TOP CURTO,D7,MALOTES,N,CEYN,CEYN - FEIRA SUMMER II 2026 (PROD CS) INCLUSÃO NEGOCIADO,0000c,BRANCO,5,58,618,0,0,0,0,10/08/2026,8/17/2026,D3,MALOTES,83,FALTA MALOTE COSTURA,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,99032,99032,061623,05461,22/11/2026,2647,11 - SEM 47 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,08/11/2026,68,-29,36,618,,,0,0,0,0,0,2647,82,T52C - BBO,19,CABIDE-DORSAL,N,N,SSNN,0,utilizar malha do estoque para o Reforço,B32,0,0,T00,TOP CURTO (TOP),"Rot Lancaster 23036-1 ------------ 2 cores PIG R$ 20,00 (processo completo)","GS39433/ R$2,60 Com proteção","21,85",22/11/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,07/08/2026,11/8/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077882,1,834,,,0,11 - SEM 46 - 2026,999,15/07,7 L C,0,OP PRODUÇÃO,0,T121,TOP POLO MC C/ PEITILHO SIMPLES SEM BOTÃO ROTATIVO,C,9 SEMANAS,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib Corte/ EM TEST MODELAGEM,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7832,TOP CURTO POLIESTER/ 2026-1-15452,D7,MALOTES,N,CEI,CEI - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO,000521,OFF WHITE,10,16,401,0,0,0,0,11/09/2026,9/18/2026,D3,MALOTES,83,FALTA MALOTE COSTURA,MALOTE,0,PC,PP SAMPL APROVADA,C&A MODAS S.A.,107372,107372,061702,05461,11/15/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,10/25/2026,61,3,4,401,,,0,0,100,0,0,2646,86,T59C - TEEN,19,CABIDE-DORSAL,N,N,SSNN,0,,B24,0,0,T22,TOP CURTO POLIÉSTER (TOP),0118007832 VR1 TCTNTdry TM183 RT 2 --SUBLIMAÇÃO EM ROLO,,37,15/11/2026,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,10/25/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077882,1,834,,,0,11 - SEM 46 - 2026,999,15/07,7 L C,0,OP PRODUÇÃO,0,T121,TOP POLO MC C/ PEITILHO SIMPLES SEM BOTÃO ROTATIVO,C,9 SEMANAS,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib Corte/ EM TEST MODELAGEM,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7832,TOP CURTO POLIESTER/ 2026-1-15452,D7,MALOTES,N,CEI,CEI - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO,000521,OFF WHITE,12,17,1202,0,0,0,0,11/09/2026,9/18/2026,D3,MALOTES,83,FALTA MALOTE COSTURA,MALOTE,0,PC,PP SAMPL APROVADA,C&A MODAS S.A.,107372,107372,061702,05461,11/15/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,10/25/2026,61,3,4,1202,,,0,0,100,0,0,2646,86,T59C - TEEN,19,CABIDE-DORSAL,N,N,SSNN,0,,B24,0,0,T22,TOP CURTO POLIÉSTER (TOP),0118007832 VR1 TCTNTdry TM183 RT 2 --SUBLIMAÇÃO EM ROLO,,37,15/11/2026,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,10/25/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077882,1,834,,,0,11 - SEM 46 - 2026,999,15/07,7 L C,0,OP PRODUÇÃO,0,T121,TOP POLO MC C/ PEITILHO SIMPLES SEM BOTÃO ROTATIVO,C,9 SEMANAS,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib Corte/ EM TEST MODELAGEM,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7832,TOP CURTO POLIESTER/ 2026-1-15452,D7,MALOTES,N,CEI,CEI - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO,000521,OFF WHITE,14,18,1202,0,0,0,0,11/09/2026,9/18/2026,D3,MALOTES,83,FALTA MALOTE COSTURA,MALOTE,0,PC,PP SAMPL APROVADA,C&A MODAS S.A.,107372,107372,061702,05461,15/11/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,25/10/2026,61,3,4,1202,,,0,0,100,0,0,2646,86,T59C - TEEN,19,CABIDE-DORSAL,N,N,SSNN,0,,B24,0,0,T22,TOP CURTO POLIÉSTER (TOP),0118007832 VR1 TCTNTdry TM183 RT 2 --SUBLIMAÇÃO EM ROLO,,37,15/11/2026,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,10/25/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077882,1,834,,,0,11 - SEM 46 - 2026,999,15/07,7 L C,0,OP PRODUÇÃO,0,T121,TOP POLO MC C/ PEITILHO SIMPLES SEM BOTÃO ROTATIVO,C,9 SEMANAS,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib Corte/ EM TEST MODELAGEM,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7832,TOP CURTO POLIESTER/ 2026-1-15452,D7,MALOTES,N,CEI,CEI - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO,000521,OFF WHITE,16,19,801,0,0,0,0,11/09/2026,9/18/2026,D3,MALOTES,83,FALTA MALOTE COSTURA,MALOTE,0,PC,PP SAMPL APROVADA,C&A MODAS S.A.,107372,107372,061702,05461,15/11/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,25/10/2026,61,3,4,801,,,0,0,100,0,0,2646,86,T59C - TEEN,19,CABIDE-DORSAL,N,N,SSNN,0,,B24,0,0,T22,TOP CURTO POLIÉSTER (TOP),0118007832 VR1 TCTNTdry TM183 RT 2 --SUBLIMAÇÃO EM ROLO,,37,15/11/2026,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,10/25/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077886,1,834,,,0,01 - SEM 02 - 2027,999,15/07,9 lcc,0,OP PRODUÇÃO,0,T180,REGATA BASICA,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7833,TOP REGATA / 2026-2-8101,D7,MALOTES,N,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,50,A DEFINIR,10,16,286,0,0,0,0,14/09/2026,9/21/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,SII26,,061703,05461,10/01/2027,2702,01 - SEM 02 - 2027,(47) 3332-5004,0,,,0030,C&A MODAS,22/11/2026,117,6,1,286,,,0,0,0,0,0,2702,013,T59A - FIFTEEN MP,11,MASCULINO,N,N,SSNN,0,,B24,0,0,T06,TOP REGATA (TOP),,,21,10/01/2027,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,11/22/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077886,1,834,,,0,01 - SEM 02 - 2027,999,15/07,9 lcc,0,OP PRODUÇÃO,0,T180,REGATA BASICA,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7833,TOP REGATA / 2026-2-8101,D7,MALOTES,N,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,50,A DEFINIR,12,17,859,0,0,0,0,14/09/2026,9/21/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,SII26,,061703,05461,1/10/2027,2702,01 - SEM 02 - 2027,(47) 3332-5004,0,,,0030,C&A MODAS,11/22/2026,117,6,1,859,,,0,0,0,0,0,2702,013,T59A - FIFTEEN MP,11,MASCULINO,N,N,SSNN,0,,B24,0,0,T06,TOP REGATA (TOP),,,21,10/01/2027,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,11/22/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077886,1,834,,,0,01 - SEM 02 - 2027,999,15/07,9 lcc,0,OP PRODUÇÃO,0,T180,REGATA BASICA,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7833,TOP REGATA / 2026-2-8101,D7,MALOTES,N,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,50,A DEFINIR,14,18,859,0,0,0,0,14/09/2026,9/21/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,SII26,,061703,05461,1/10/2027,2702,01 - SEM 02 - 2027,(47) 3332-5004,0,,,0030,C&A MODAS,11/22/2026,117,6,1,859,,,0,0,0,0,0,2702,013,T59A - FIFTEEN MP,11,MASCULINO,N,N,SSNN,0,,B24,0,0,T06,TOP REGATA (TOP),,,21,10/01/2027,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,11/22/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077886,1,834,,,0,01 - SEM 02 - 2027,999,15/07,9 lcc,0,OP PRODUÇÃO,0,T180,REGATA BASICA,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7833,TOP REGATA / 2026-2-8101,D7,MALOTES,N,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,50,A DEFINIR,16,19,573,0,0,0,0,14/09/2026,9/21/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,SII26,,061703,05461,1/10/2027,2702,01 - SEM 02 - 2027,(47) 3332-5004,0,,,0030,C&A MODAS,11/22/2026,117,6,1,573,,,0,0,0,0,0,2702,013,T59A - FIFTEEN MP,11,MASCULINO,N,N,SSNN,0,,B24,0,0,T06,TOP REGATA (TOP),,,21,10/01/2027,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,11/22/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077887,1,834,,,0,01 - SEM 02 - 2027,999,07/08,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7833A,TOP REGATA / 2026-2-8101,D7,MALOTES,N,CEYN,CEYN - FEIRA SUMMER II 2026 (PROD CS) INCLUSÃO NEGOCIADO,50,A DEFINIR,10,16,149,0,0,0,0,14/09/2026,9/21/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,SII26,,061704,05461,10/01/2027,2702,01 - SEM 02 - 2027,(47) 3332-5004,0,,,0030,C&A MODAS,22/11/2026,117,6,1,149,,,0,0,0,0,0,2702,013,T59A - FIFTEEN MP,11,MASCULINO,N,N,SSNN,0,,B32,0,0,T06,TOP REGATA (TOP),,EST. FRENTE E COSTAS - 1 COR CADA,21,10/01/2027,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,11/22/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077887,1,834,,,0,01 - SEM 02 - 2027,999,07/08,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7833A,TOP REGATA / 2026-2-8101,D7,MALOTES,N,CEYN,CEYN - FEIRA SUMMER II 2026 (PROD CS) INCLUSÃO NEGOCIADO,50,A DEFINIR,12,17,448,0,0,0,0,14/09/2026,9/21/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,SII26,,061704,05461,1/10/2027,2702,01 - SEM 02 - 2027,(47) 3332-5004,0,,,0030,C&A MODAS,11/22/2026,117,6,1,448,,,0,0,0,0,0,2702,013,T59A - FIFTEEN MP,11,MASCULINO,N,N,SSNN,0,,B32,0,0,T06,TOP REGATA (TOP),,EST. FRENTE E COSTAS - 1 COR CADA,21,10/01/2027,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,11/22/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077887,1,834,,,0,01 - SEM 02 - 2027,999,07/08,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7833A,TOP REGATA / 2026-2-8101,D7,MALOTES,N,CEYN,CEYN - FEIRA SUMMER II 2026 (PROD CS) INCLUSÃO NEGOCIADO,50,A DEFINIR,14,18,448,0,0,0,0,14/09/2026,9/21/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,SII26,,061704,05461,1/10/2027,2702,01 - SEM 02 - 2027,(47) 3332-5004,0,,,0030,C&A MODAS,11/22/2026,117,6,1,448,,,0,0,0,0,0,2702,013,T59A - FIFTEEN MP,11,MASCULINO,N,N,SSNN,0,,B32,0,0,T06,TOP REGATA (TOP),,EST. FRENTE E COSTAS - 1 COR CADA,21,10/01/2027,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,11/22/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077887,1,834,,,0,01 - SEM 02 - 2027,999,07/08,9 lcc,0,OP PRODUÇÃO,0,000,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,00/01/1900,00/01/1900,85,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.18.00.7833A,TOP REGATA / 2026-2-8101,D7,MALOTES,N,CEYN,CEYN - FEIRA SUMMER II 2026 (PROD CS) INCLUSÃO NEGOCIADO,50,A DEFINIR,16,19,299,0,0,0,0,14/09/2026,9/21/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,SII26,,061704,05461,1/10/2027,2702,01 - SEM 02 - 2027,(47) 3332-5004,0,,,0030,C&A MODAS,11/22/2026,117,6,1,299,,,0,0,0,0,0,2702,013,T59A - FIFTEEN MP,11,MASCULINO,N,N,SSNN,0,,B32,0,0,T06,TOP REGATA (TOP),,EST. FRENTE E COSTAS - 1 COR CADA,21,10/01/2027,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,13/08/2026,11/22/2026,,1,,,2641,0,,0,00.577.158/0001-29,
077890,0,834,,,0,11 - SEM 46 - 2026,999,03/03,9 lcc,2,OP PROJEÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,03/01/2027,00/01/1900,86,DISNEY C&A,CONFECCOES ONEDA LTDA,01.13.01.3220,TOP CURTO / 2026-2-2881,D7,MALOTES,N,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,000478,ROSA CLARO,1,10,120,0,0,0,0,03/09/2026,9/10/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92281,92281,061587,05461,10/11/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,11/15/2026,26,-5,12,120,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,3078",,B20,0,0,T00,TOP CURTO (TOP),REFAZENDO PP SAMPLE - ALTERAÇÃO LICENCIADOR,10 cores,"14,5",11/10/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,20/08/2026,11/15/2026,,1,,,,0,T14A,0,00.577.158/0001-29,
077890,0,834,,,0,11 - SEM 46 - 2026,999,03/03,9 lcc,2,OP PROJEÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,03/01/2027,00/01/1900,86,DISNEY C&A,CONFECCOES ONEDA LTDA,01.13.01.3220,TOP CURTO / 2026-2-2881,D7,MALOTES,N,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,000478,ROSA CLARO,2,11,210,0,0,0,0,03/09/2026,9/10/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92281,92281,061587,05461,11/10/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,15/11/2026,26,-5,12,210,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,3078",,B20,0,0,T00,TOP CURTO (TOP),REFAZENDO PP SAMPLE - ALTERAÇÃO LICENCIADOR,10 cores,"14,5",11/10/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,20/08/2026,11/15/2026,,1,,,,0,T14A,0,00.577.158/0001-29,
077890,0,834,,,0,11 - SEM 46 - 2026,999,03/03,9 lcc,2,OP PROJEÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,03/01/2027,00/01/1900,86,DISNEY C&A,CONFECCOES ONEDA LTDA,01.13.01.3220,TOP CURTO / 2026-2-2881,D7,MALOTES,N,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,000478,ROSA CLARO,3,12,238,0,0,0,0,03/09/2026,9/10/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92281,92281,061587,05461,11/10/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,15/11/2026,26,-5,12,238,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,3078",,B20,0,0,T00,TOP CURTO (TOP),REFAZENDO PP SAMPLE - ALTERAÇÃO LICENCIADOR,10 cores,"14,5",11/10/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,20/08/2026,11/15/2026,,1,,,,0,T14A,0,00.577.158/0001-29,
077890,0,834,,,0,11 - SEM 46 - 2026,999,03/03,9 lcc,2,OP PROJEÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,03/01/2027,00/01/1900,86,DISNEY C&A,CONFECCOES ONEDA LTDA,01.13.01.3220,TOP CURTO / 2026-2-2881,D7,MALOTES,N,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,000478,ROSA CLARO,4,13,238,0,0,0,0,03/09/2026,9/10/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92281,92281,061587,05461,11/10/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,15/11/2026,26,-5,12,238,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,3078",,B20,0,0,T00,TOP CURTO (TOP),REFAZENDO PP SAMPLE - ALTERAÇÃO LICENCIADOR,10 cores,"14,5",11/10/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,20/08/2026,11/15/2026,,1,,,,0,T14A,0,00.577.158/0001-29,
077890,0,834,,,0,11 - SEM 46 - 2026,999,03/03,9 lcc,2,OP PROJEÇÃO,0,T200,TOP FEM MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,PRD,PRD - FASE PRODUTO,,,Lib corte,,03/01/2027,00/01/1900,86,DISNEY C&A,CONFECCOES ONEDA LTDA,01.13.01.3220,TOP CURTO / 2026-2-2881,D7,MALOTES,N,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,000478,ROSA CLARO,5,58,224,0,0,0,0,03/09/2026,9/10/2026,D3,MALOTES,83,,MALOTE,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,92281,92281,061587,05461,11/10/2026,2646,11 - SEM 46 - 2026,(47) 3332-5004,0,,,0030,C&A MODAS,15/11/2026,26,-5,12,224,,,0,0,100,0,0,2646,005,T58A - BBA,30,SORTER,N,N,SSNN,"8,3078",,B20,0,0,T00,TOP CURTO (TOP),REFAZENDO PP SAMPLE - ALTERAÇÃO LICENCIADOR,10 cores,"14,5",11/10/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,20/08/2026,11/15/2026,,1,,,,0,T14A,0,00.577.158/0001-29,
