Número,Mov,Facção,Transporte,Unitário,Desc Período OP,Ficha,Produto Custo,Observação,Descrição2,Peso Talhado,Índice,Grupo Prod,Desc Grupo Prod,Comp1,Comp2,Preço Produto,Entrega,Qtde Estampa,Preço Inv,Cidade,Endereço,Número End,Bairro,Fantasia,Dias,Dt Inicio,Dt Final,Tab Observação,Posse,Setor Reprocesso,Desc Reprocesso,Prog Setor,Dias Semana,Codigo2,Preço OP,Cliente Cnpj,Local,Nome Transp,Ord Setor,Local Produto,Tipo OP,Desc Tipo OP,Fac Operadores,Família,Desc Família,Grupo Família,Desc Grupo Família,Grupo Fac,Desc Grupo Fac,Grupo Setor,Desc Grupo Setor,Pedidos Prog,Nota Remessa,Descrição do Local,Retorno das Peças,Dt Limite,Dt Entrega,Marca,Desc Marca,Descrição Facção,Código,Produto Descrição,Parte,Desc Parte,Estoque,Etiqueta,Desc Etiqueta,Cor,Desc Cor,Tamanho,Ord Tam,Qtde Original,Qtde,Qtde Segunda,Qtde Incompleta,Qtde Faltante,Data Saída,Data Retorno,Fluxo,Desc Fluxo,Setor,Obs,Desc Setor,Tabela Preço,UN,Produto Status,Cliente Ped,Ped Cliente,RIS,Pedido,Pedido Codcli,Dt Fatura Ped,Ped Período,Ped Desc Período,Cliente Telefone,Cliente Consumos,Observação OF2,Dt Prevista,Grupo Cli,Desc Grupo Cli,Dt Prev Mov,Dias Fatura,Dias Retorno,Dias Parado,Qtde Pend,Preço Custo,Preço,Tempo,Tempo Total,Perc,Tab Cli Preço,Preço Padrão,Período OP,Coleção,Desc Coleção,Linha,Desc Linha,Soma Peças,Reprocesso,Opções
077461,0,834,,0,AMOSTRA,24/07,0,,B30,0,0,T02,TOP LONGO (TOP),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,16/07/2026,16/8/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,1 Ag F,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,149,SEM LICENÇA HERING,CONFECCOES ONEDA LTDA,13.19.00.0658,TOP LONGO / 4HEU,AV,AVIAMENTOS PENDENTE ESTILO,N,HXI,HXI - HERING INVERNO 27,50,A DEFINIR,P,21,4,0,0,0,0,16/07/2026,23/07/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,10/08/2026,0,-62,69,4,,,0,0,0,0,0,A,62,ADULTO,5,CAIXA - LR,N,N,SSNN
077590,0,834,,0,AMOSTRA,19/10,0,,B40,0,0,T14,POLO LONGO (TOP),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,03/08/2026,3/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,ON.14.0103,POLO LONGO,AV,AVIAMENTOS PENDENTE ESTILO,N,ONDW,ONDW - SHOW ROOM WINTER - AMOSTRAS AGOSTO 2026,50,A DEFINIR,2,11,4,0,0,0,0,03/08/2026,10/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,27/08/2026,0,-44,51,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
077591,0,834,,0,AMOSTRA,19/10,0,,B40,0,0,C01,CONJUNTO LONGO (TOP/BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,03/08/2026,3/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,ON.14.0104,CONJUNTO LONGO,AV,AVIAMENTOS PENDENTE ESTILO,N,ONDW,ONDW - SHOW ROOM WINTER - AMOSTRAS AGOSTO 2026,50,A DEFINIR,2,11,4,0,0,0,0,03/08/2026,10/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,27/08/2026,0,-44,51,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
077649,0,834,,0,AMOSTRA,04/09,0,,B35,0,0,C09,CONJUNTO POLO CURTO (TOP/BOTTON),,"GS39537 R$ 2,57 c/ proteção",0,00/01/1900,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7867,CONJUNTO POLO CURTO / 2027-1-4741,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077650,0,834,,0,AMOSTRA,04/09,0,,B34,0,0,T00,TOP CURTO (TOP),,"GS39535 R$ 3,30 c/ proteção",0,00/01/1900,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7868,CONJUNTO CURTO / 2027-1-4746,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077651,0,834,,0,AMOSTRA,04/09,0,,B34,0,0,C04,CONJUNTO MOLETOM (TOP/BOTTON),"Rot 1 cor PIG R$ 19, processo completo","GS39534 R$ 1,62",0,00/01/1900,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7869,CONJUNTO MOLETOM / 2027-1-4736,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077652,0,834,,0,AMOSTRA,04/09,0,,B36,0,0,C04,CONJUNTO MOLETOM (TOP/BOTTON),EST 1 COR,"GS39532 - R$ 2,35 c/ proteção",0,00/01/1900,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7870,CONJUNTO MOLETOM / 2027-1-4735,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077653,0,834,,0,AMOSTRA,04/09,0,,B35,0,0,C09,CONJUNTO POLO CURTO (TOP/BOTTON),,,0,00/01/1900,3,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7871,CONJUNTO POLO CURTO / 2027-1-836,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077654,0,834,,0,AMOSTRA,04/09,0,,B34,0,0,T15,BODY CURTO (TOP),,,0,00/01/1900,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7872,BODY CURTO / VPN-DEFINIR,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077655,0,834,,0,AMOSTRA,04/09,0,,B35,0,0,T15,BODY CURTO (TOP),"Rot 1 cor ECOWAY R$ 24, processo completo",,0,00/01/1900,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7873,BODY CURTO / 2027-1-4750,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077656,0,834,,0,AMOSTRA,04/09,0,,B36,0,0,C01,CONJUNTO LONGO (TOP/BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7874,CONJUNTO LONGO / 2027-1-4748,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077657,0,834,,0,AMOSTRA,04/09,0,,B35,0,0,B00,SHORTS (BOTTON),,"GS39533 R$ 1,60 c/ proteção",0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7875,SHORTS / VPN-DEFINIR,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077658,0,834,,0,AMOSTRA,04/09,0,,B35,0,0,C11,CONJUNTO JARDINEIRA (TOP/BOTTON),"Rot 1 cor ECOWAY R$ 24, processo completo",,0,00/01/1900,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,06/08/2026,6/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.11.00.7876,CONJUNTO JARDINEIRA / 2027-1-4720,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,8,0,0,0,0,06/08/2026,13/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,CJ,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-41,48,8,,,0,0,0,0,0,A,006,T51A - RNA,12,FEMININO,N,N,SSNN
077691,0,834,,0,AMOSTRA,04/09,0,,B35,0,0,C00,CONJUNTO CURTO (TOP/BOTTON),,"ET. R$ 326,00 / milheiro",0,00/01/1900,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,07/08/2026,7/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7879,CONJUNTO CURTO / 2027-1-4465,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,07/08/2026,14/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-40,47,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077692,0,834,,0,AMOSTRA,04/09,0,,B34,0,0,C01,CONJUNTO LONGO (TOP/BOTTON),,"GS39536 R$ 2,60 c/ proteção",0,00/01/1900,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,07/08/2026,7/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.12.00.7878,CONJUNTO LONGO / 2027-1-808,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,4,0,0,0,0,07/08/2026,14/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-40,47,4,,,0,0,0,0,0,A,004,T51A - RNO,11,MASCULINO,N,N,SSNN
077694,0,834,,0,AMOSTRA,04/09,0,,B35,0,0,C11,CONJUNTO JARDINEIRA (TOP/BOTTON),"Rot 1 cor ECOWAY R$ 24, processo completo",,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,07/08/2026,07/09/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.11.00.7876-1,CONJUNTO JARDINEIRA / 2027-1-4720,AV,AVIAMENTOS PENDENTE ESTILO,N,CFC,CFC - FEIRA WINTER I 2027 (PROD CS),50,A DEFINIR,3-6,32,8,0,0,0,0,07/08/2026,14/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,CJ,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,31/08/2026,0,-40,47,8,,,0,0,0,0,0,A,006,T51A - RNA,12,FEMININO,N,N,SSNN
077764,0,834,,0,AMOSTRA,04/09,0,,B36,0,0,T00,TOP CURTO (TOP),"Rot 1 cor PIG R$ 19, processo completo",,0,00/01/1900,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,10/08/2026,10/09/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,1 Ag F,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7741A,TOP CURTO / 2026-2-3531,AV,AVIAMENTOS PENDENTE ESTILO,N,CFA,CFA - FEIRA WINTER I 2027 (PROD AS BS),50,A DEFINIR,2,11,4,0,0,0,0,10/08/2026,17/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,03/09/2026,0,-37,44,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
077765,0,834,,0,AMOSTRA,04/09,0,,B36,0,0,T00,TOP CURTO (TOP),"Rot 1 cor PIG R$ 19, processo completo",,0,00/01/1900,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,10/08/2026,10/09/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,1 Ag F,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7741B,TOP CURTO / 2026-2-3531,AV,AVIAMENTOS PENDENTE ESTILO,N,CFA,CFA - FEIRA WINTER I 2027 (PROD AS BS),50,A DEFINIR,2,11,4,0,0,0,0,10/08/2026,17/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,03/09/2026,0,-37,44,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
077766,0,834,,0,AMOSTRA,04/09,0,,B36,0,0,T00,TOP CURTO (TOP),"Rot 1 cor PIG R$ 19, processo completo",,0,00/01/1900,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,10/08/2026,10/09/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,1 Ag F,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7741C,TOP CURTO / 2026-2-3531,AV,AVIAMENTOS PENDENTE ESTILO,N,CFA,CFA - FEIRA WINTER I 2027 (PROD AS BS),50,A DEFINIR,2,11,4,0,0,0,0,10/08/2026,17/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,03/09/2026,0,-37,44,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
077769,0,834,,0,AMOSTRA,04/09,0,,B35,0,0,B01,CALÇA (BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,10/08/2026,10/09/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,1 Ag F,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7881B,CALÇA / 2027-1-5599,AV,AVIAMENTOS PENDENTE ESTILO,N,CFA,CFA - FEIRA WINTER I 2027 (PROD AS BS),50,A DEFINIR,2,11,4,0,0,0,0,10/08/2026,17/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,03/09/2026,0,-37,44,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
077771,0,834,,0,AMOSTRA,04/09,0,,B36,0,0,T11,TOP MOLETOM (TOP),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,10/08/2026,10/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,1 Ag F,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7268G,TOP MOLETOM / 2025-1-1809,AV,AVIAMENTOS PENDENTE ESTILO,N,CFA,CFA - FEIRA WINTER I 2027 (PROD AS BS),50,A DEFINIR,2,11,4,0,0,0,0,10/08/2026,17/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,03/09/2026,0,-37,44,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
077773,0,834,,0,AMOSTRA,04/09,0,,B36,0,0,B01,CALÇA (BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,10/08/2026,10/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,1 Ag F,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7269G,CALÇA / 2025-1-1814,AV,AVIAMENTOS PENDENTE ESTILO,N,CFA,CFA - FEIRA WINTER I 2027 (PROD AS BS),50,A DEFINIR,2,11,4,0,0,0,0,10/08/2026,17/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,03/09/2026,0,-37,44,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
077776,0,834,,0,AMOSTRA,04/09,0,,B36,0,0,B00,SHORTS (BOTTON),,,0,00/01/1900,0,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,5,10/08/2026,10/9/2026,,1,,,,0,,0,00.577.158/0001-29,,,0,1 Ag F,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,,,,,Agu retor Feira / pos fei,,00/01/1900,23/06/2021,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7267U,SHORTS / 2025-2-3968,AV,AVIAMENTOS PENDENTE ESTILO,N,CFA,CFA - FEIRA WINTER I 2027 (PROD AS BS),50,A DEFINIR,2,11,4,0,0,0,0,10/08/2026,17/08/2026,D47,AVIAMENTOS ESTILO,X01,,AVIAMENTOS PENDENTE ESTILO,0,PC,PENDENTE DESENVOLVIMENTO,,,,,,00/01/1900,,,(47) 3332-5004,0,,,,,03/09/2026,0,-37,44,4,,,0,0,0,0,0,A,003,T52A - BBO,11,MASCULINO,N,N,SSNN
