Número,Mov,Facção,Transporte,Unitário,Desc Período OP,Ficha,Produto Custo,Observação,Descrição2,Peso Talhado,Índice,Grupo Prod,Desc Grupo Prod,Comp1,Comp2,Preço Produto,Entrega,Qtde Estampa,Preço Inv,Cidade,Endereço,Número End,Bairro,Fantasia,Dias,Dt Inicio,Dt Final,Tab Observação,Posse,Setor Reprocesso,Desc Reprocesso,Prog Setor,Dias Semana,Codigo2,Preço OP,Cliente Cnpj,Local,Nome Transp,Ord Setor,Local Produto,Tipo OP,Desc Tipo OP,Fac Operadores,Família,Desc Família,Grupo Família,Desc Grupo Família,Grupo Fac,Desc Grupo Fac,Grupo Setor,Desc Grupo Setor,Pedidos Prog,Nota Remessa,Descrição do Local,Retorno das Peças,Dt Limite,Dt Entrega,Marca,Desc Marca,Descrição Facção,Código,Produto Descrição,Parte,Desc Parte,Estoque,Etiqueta,Desc Etiqueta,Cor,Desc Cor,Tamanho,Ord Tam,Qtde Original,Qtde,Qtde Segunda,Qtde Incompleta,Qtde Faltante,Data Saída,Data Retorno,Fluxo,Desc Fluxo,Setor,Obs,Desc Setor,Tabela Preço,UN,Produto Status,Cliente Ped,Ped Cliente,RIS,Pedido,Pedido Codcli,Dt Fatura Ped,Ped Período,Ped Desc Período,Cliente Telefone,Cliente Consumos,Observação OF2,Dt Prevista,Grupo Cli,Desc Grupo Cli,Dt Prev Mov,Dias Fatura,Dias Retorno,Dias Parado,Qtde Pend,Preço Custo,Preço,Tempo,Tempo Total,Perc,Tab Cli Preço,Preço Padrão,Período OP,Coleção,Desc Coleção,Linha,Desc Linha,Soma Peças,Reprocesso,Opções
077442,1,834,,0,11 - SEM 48 - 2026,08/07,0,,B27,0,0,T00,TOP CURTO (TOP),TESTE CO D IVANIR (CABEÇOTE TAM 4 - problema tensionado),,"17,45",29/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,13/07/2026,4/10/2026,,1,,,2636,0,,0,00.577.158/0001-29,,,6,9 lcc,2,OP PROJEÇÃO,0,T040,TOP MC C/ BOLSO,B,8 SEMANAS,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,11/04/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.16.00.7849A,TOP CURTO / 2026-2-9557,01,S-BLUSA / TOP,S,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,1457,AZUL MEDIO,6,14,688,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,98984,98984,61662,5461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,26/08/2026,67,0,1,688,,,0,0,100,0,0,2648,007,T54A - PALOMINO,17,CABIDE,N,N,SSNN
077442,1,834,,0,11 - SEM 48 - 2026,08/07,0,,B27,0,0,T00,TOP CURTO (TOP),TESTE CO D IVANIR (CABEÇOTE TAM 4 - problema tensionado),,"17,45",29/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,13/07/2026,4/10/2026,,1,,,2636,0,,0,00.577.158/0001-29,,,6,9 lcc,2,OP PROJEÇÃO,0,T040,TOP MC C/ BOLSO,B,8 SEMANAS,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,11/04/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.16.00.7849A,TOP CURTO / 2026-2-9557,01,S-BLUSA / TOP,S,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,1457,AZUL MEDIO,8,15,688,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,98984,98984,61662,5461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,26/08/2026,67,0,1,688,,,0,0,100,0,0,2648,007,T54A - PALOMINO,17,CABIDE,N,N,SSNN
077442,1,834,,0,11 - SEM 48 - 2026,08/07,0,,B27,0,0,T00,TOP CURTO (TOP),TESTE CO D IVANIR (CABEÇOTE TAM 4 - problema tensionado),,"17,45",29/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,13/07/2026,4/10/2026,,1,,,2636,0,,0,00.577.158/0001-29,,,6,9 lcc,2,OP PROJEÇÃO,0,T040,TOP MC C/ BOLSO,B,8 SEMANAS,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,11/04/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.16.00.7849A,TOP CURTO / 2026-2-9557,01,S-BLUSA / TOP,S,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,1457,AZUL MEDIO,10,16,688,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,98984,98984,61662,5461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,26/08/2026,67,0,1,688,,,0,0,100,0,0,2648,007,T54A - PALOMINO,17,CABIDE,N,N,SSNN
077442,1,834,,0,11 - SEM 48 - 2026,08/07,0,,B27,0,0,T00,TOP CURTO (TOP),TESTE CO D IVANIR (CABEÇOTE TAM 4 - problema tensionado),,"17,45",29/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,13/07/2026,4/10/2026,,1,,,2636,0,,0,00.577.158/0001-29,,,6,9 lcc,2,OP PROJEÇÃO,0,T040,TOP MC C/ BOLSO,B,8 SEMANAS,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,11/04/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.16.00.7849A,TOP CURTO / 2026-2-9557,01,S-BLUSA / TOP,S,CEIN,CEIN - FEIRA SUMMER II 2026 (PROD AS BS) INCLUSÃO NEGOCIADO,1457,AZUL MEDIO,12,17,688,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,98984,98984,61662,5461,29/11/2026,2648,11 - SEM 48 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,26/08/2026,67,0,1,688,,,0,0,100,0,0,2648,007,T54A - PALOMINO,17,CABIDE,N,N,SSNN
077718,1,834,,0,10 - SEM 44 - 2026,10/12,"21,1717",,(ASQ4),0,0,B00,SHORTS (BOTTON),,"R$147,06/milheiro","24,7",01/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,10/08/2026,1/11/2026,,1,,,2640,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,05/09/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7267Q,SHORTS / 2025-2-12525,02,I-SHORTS / BOTTON,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,656,AZUL,1,10,227,0,0,0,0,11/09/2026,14/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,107566,107566,61874,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,23/09/2026,39,-9,12,227,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
077718,1,834,,0,10 - SEM 44 - 2026,10/12,"21,1717",,(ASQ4),0,0,B00,SHORTS (BOTTON),,"R$147,06/milheiro","24,7",01/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,10/08/2026,1/11/2026,,1,,,2640,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,05/09/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7267Q,SHORTS / 2025-2-12525,02,I-SHORTS / BOTTON,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,656,AZUL,2,11,381,0,0,0,0,11/09/2026,14/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,107566,107566,61874,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,23/9/2026,39,-9,12,381,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
077718,1,834,,0,10 - SEM 44 - 2026,10/12,"21,1717",,(ASQ4),0,0,B00,SHORTS (BOTTON),,"R$147,06/milheiro","24,7",01/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,10/08/2026,1/11/2026,,1,,,2640,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,05/09/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7267Q,SHORTS / 2025-2-12525,02,I-SHORTS / BOTTON,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,656,AZUL,3,12,402,0,0,0,0,11/09/2026,14/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,107566,107566,61874,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,23/9/2026,39,-9,12,402,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
077718,1,834,,0,10 - SEM 44 - 2026,10/12,"21,1717",,(ASQ4),0,0,B00,SHORTS (BOTTON),,"R$147,06/milheiro","24,7",01/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,10/08/2026,1/11/2026,,1,,,2640,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,05/09/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7267Q,SHORTS / 2025-2-12525,02,I-SHORTS / BOTTON,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,656,AZUL,4,13,371,0,0,0,0,11/09/2026,14/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,107566,107566,61874,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,23/9/2026,39,-9,12,371,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
077718,1,834,,0,10 - SEM 44 - 2026,10/12,"21,1717",,(ASQ4),0,0,B00,SHORTS (BOTTON),,"R$147,06/milheiro","24,7",01/11/2026,1,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,10/08/2026,1/11/2026,,1,,,2640,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,05/09/2027,00/01/1900,085,SEM LICENSA C&A,CONFECCOES ONEDA LTDA,01.14.00.7267Q,SHORTS / 2025-2-12525,02,I-SHORTS / BOTTON,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,656,AZUL,5,58,299,0,0,0,0,11/09/2026,14/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,107566,107566,61874,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,23/9/2026,39,-9,12,299,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
078035,1,834,,0,11 - SEM 46 - 2026,28/08,0,,B35,0,0,T23,TOP REGATA POLIÉSTER (TOP),,,23,13/12/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,26/08/2026,15/11/2026,,1,,,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,087,DISNEY RENNER,CONFECCOES ONEDA LTDA,02.14.01.0326,TOP REGATA POLIESTER / LCO_SS27_CMC_0007,01,S-BLUSA / TOP,S,RR6,RR6 - RENNER VERÃO 27,ON1059,AMPARO BLUE 100% PES,2,11,1726,0,0,0,0,23/09/2026,24/09/2026,702,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,LOJAS RENNER S.A.,6153036,6153036,61914,4707,13/12/2026,2650,12 - SEM 50 - 2026,(47) 3332-5004,0,,,104,RENNER,05/10/2026,81,1,0,1726,,,0,0,0,0,0,2646,R8,LICENSE MENINO RENNER,17,CABIDE,N,N,SSNN
078035,1,834,,0,11 - SEM 46 - 2026,28/08,0,,B35,0,0,T23,TOP REGATA POLIÉSTER (TOP),,,23,13/12/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,26/08/2026,15/11/2026,,1,,,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,087,DISNEY RENNER,CONFECCOES ONEDA LTDA,02.14.01.0326,TOP REGATA POLIESTER / LCO_SS27_CMC_0007,01,S-BLUSA / TOP,S,RR6,RR6 - RENNER VERÃO 27,ON1059,AMPARO BLUE 100% PES,3,12,1934,0,0,0,0,23/09/2026,24/09/2026,702,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,LOJAS RENNER S.A.,6153036,6153036,61914,4707,13/12/2026,2650,12 - SEM 50 - 2026,(47) 3332-5004,0,,,104,RENNER,05/10/2026,81,1,0,1934,,,0,0,0,0,0,2646,R8,LICENSE MENINO RENNER,17,CABIDE,N,N,SSNN
078035,1,834,,0,11 - SEM 46 - 2026,28/08,0,,B35,0,0,T23,TOP REGATA POLIÉSTER (TOP),,,23,13/12/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,26/08/2026,15/11/2026,,1,,,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,087,DISNEY RENNER,CONFECCOES ONEDA LTDA,02.14.01.0326,TOP REGATA POLIESTER / LCO_SS27_CMC_0007,01,S-BLUSA / TOP,S,RR6,RR6 - RENNER VERÃO 27,ON1059,AMPARO BLUE 100% PES,4,13,1373,0,0,0,0,23/09/2026,24/09/2026,702,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,LOJAS RENNER S.A.,6153036,6153036,61914,4707,13/12/2026,2650,12 - SEM 50 - 2026,(47) 3332-5004,0,,,104,RENNER,05/10/2026,81,1,0,1373,,,0,0,0,0,0,2646,R8,LICENSE MENINO RENNER,17,CABIDE,N,N,SSNN
078035,1,834,,0,11 - SEM 46 - 2026,28/08,0,,B35,0,0,T23,TOP REGATA POLIÉSTER (TOP),,,23,13/12/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,26/08/2026,15/11/2026,,1,,,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,00/01/1900,00/01/1900,087,DISNEY RENNER,CONFECCOES ONEDA LTDA,02.14.01.0326,TOP REGATA POLIESTER / LCO_SS27_CMC_0007,01,S-BLUSA / TOP,S,RR6,RR6 - RENNER VERÃO 27,ON1059,AMPARO BLUE 100% PES,5-6,52,1206,0,0,0,0,23/09/2026,24/09/2026,702,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,LOJAS RENNER S.A.,6153036,6153036,61914,4707,13/12/2026,2650,12 - SEM 50 - 2026,(47) 3332-5004,0,,,104,RENNER,05/10/2026,81,1,0,1206,,,0,0,0,0,0,2646,R8,LICENSE MENINO RENNER,17,CABIDE,N,N,SSNN
078049,3,834,,0,10 - SEM 44 - 2026,14/02,"9,4562",,Y06,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 12/02,,"15,8",01/11/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,28/08/2026,18/10/2026,,1,25,AGUAR. CONFERENCIA CORTE,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,03/05/2026,00/01/1900,086,DISNEY C&A,CONFECCOES ONEDA LTDA,01.14.01.2972,TOP CURTO / BOBS-01.14.01.2555,01,S-BLUSA / TOP,S,C7AR,C7AR - FEIRA WINTER I 2025 ( PROD. AS BS) REPEATS INCLUSOS,12538,VERMELHO ESCURO,1,10,153,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109276,109276,62056,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,09/09/2026,39,0,1,153,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
078049,3,834,,0,10 - SEM 44 - 2026,14/02,"9,4562",,Y06,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 12/02,,"15,8",01/11/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,28/08/2026,18/10/2026,,1,25,AGUAR. CONFERENCIA CORTE,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,03/05/2026,00/01/1900,086,DISNEY C&A,CONFECCOES ONEDA LTDA,01.14.01.2972,TOP CURTO / BOBS-01.14.01.2555,01,S-BLUSA / TOP,S,C7AR,C7AR - FEIRA WINTER I 2025 ( PROD. AS BS) REPEATS INCLUSOS,12538,VERMELHO ESCURO,2,11,297,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109276,109276,62056,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,09/09/2026,39,0,1,297,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
078049,3,834,,0,10 - SEM 44 - 2026,14/02,"9,4562",,Y06,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 12/02,,"15,8",01/11/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,28/08/2026,18/10/2026,,1,25,AGUAR. CONFERENCIA CORTE,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,03/05/2026,00/01/1900,086,DISNEY C&A,CONFECCOES ONEDA LTDA,01.14.01.2972,TOP CURTO / BOBS-01.14.01.2555,01,S-BLUSA / TOP,S,C7AR,C7AR - FEIRA WINTER I 2025 ( PROD. AS BS) REPEATS INCLUSOS,12538,VERMELHO ESCURO,3,12,470,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109276,109276,62056,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,09/09/2026,39,0,1,470,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
078049,3,834,,0,10 - SEM 44 - 2026,14/02,"9,4562",,Y06,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 12/02,,"15,8",01/11/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,28/08/2026,18/10/2026,,1,25,AGUAR. CONFERENCIA CORTE,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,03/05/2026,00/01/1900,086,DISNEY C&A,CONFECCOES ONEDA LTDA,01.14.01.2972,TOP CURTO / BOBS-01.14.01.2555,01,S-BLUSA / TOP,S,C7AR,C7AR - FEIRA WINTER I 2025 ( PROD. AS BS) REPEATS INCLUSOS,12538,VERMELHO ESCURO,4,13,383,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109276,109276,62056,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,09/09/2026,39,0,1,383,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
078049,3,834,,0,10 - SEM 44 - 2026,14/02,"9,4562",,Y06,0,0,T00,TOP CURTO (TOP),PP SAMPLE ENVIADA 12/02,,"15,8",01/11/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,28/08/2026,18/10/2026,,1,25,AGUAR. CONFERENCIA CORTE,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,0,CLASSIFICAR MODELO/FAMILIA,,,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,03/05/2026,00/01/1900,086,DISNEY C&A,CONFECCOES ONEDA LTDA,01.14.01.2972,TOP CURTO / BOBS-01.14.01.2555,01,S-BLUSA / TOP,S,C7AR,C7AR - FEIRA WINTER I 2025 ( PROD. AS BS) REPEATS INCLUSOS,12538,VERMELHO ESCURO,5,58,186,0,0,0,0,22/09/2026,23/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,109276,109276,62056,5461,01/11/2026,2644,10 - SEM 44 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,09/09/2026,39,0,1,186,,,0,0,100,0,0,2644,003,T52A - BBO,30,SORTER,N,N,SSNN
078051,1,834,,0,12 - SEM 49 - 2026,30/04,"7,8069",,B18,0,0,T00,TOP CURTO (TOP),PPSAMPLE ENVIADA 04/05,,"15,5",06/12/2026,2,0,GASPAR,AVENIDA DEPUTADO FRANCISCO MASTELLA,3955,SETE DE SETEMBRO,,1,28/08/2026,22/11/2026,,1,,,2642,0,,0,00.577.158/0001-29,,,6,9 lcc,0,OP PRODUÇÃO,0,T001,TOP MC BASICO,A,7 SEMANAS LEAD TIME DE PRODUÇÃO,0097,GERAL,TIN,TIN - TINTURARIA,,,Lib corte,,14/03/2027,00/01/1900,086,DISNEY C&A,CONFECCOES ONEDA LTDA,01.14.01.3223,TOP CURTO / 2026-2-3552,01,S-BLUSA / TOP,S,CEAR,CEAR - FEIRA SUMMER II 2026 (PROD AS BS) REPEATS,1457,AZUL MEDIO,1,10,366,0,0,0,0,23/09/2026,24/09/2026,902,PCP/TINTURARIA/CORTE/COSTURA/EXPEDIÇÃO,12,,LAB-APROVAÇÃO LOTE TINTURARIA,0,PC,LIBERADO PARA PRODUÇÂO,C&A MODAS S.A.,98995,98995,61628,5461,06/12/2026,2649,12 - SEM 49 - 2026,(47) 3332-5004,0,,,30,C&A MODAS,14/10/2026,74,1,0,366,,,0,0,100,0,0,2649,003,T52A - BBO,30,SORTER,N,N,SSNN
